,image_path,age,age_category,class,gender,ethnicity
38,30_1_4_20170103213106156.jpg.chip.jpg,30,"(20, 30]",4,1,4.0
39,35_0_3_20170119201446469.jpg.chip.jpg,35,"(30, 45]",5,0,3.0
40,53_0_0_20170120223133507.jpg.chip.jpg,53,"(45, 60]",6,0,0.0
41,36_0_0_20170117135442285.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
42,53_1_3_20170119205926527.jpg.chip.jpg,53,"(45, 60]",6,1,3.0
43,40_0_0_20170117192150908.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
44,47_0_0_20170117190246626.jpg.chip.jpg,47,"(45, 60]",6,0,0.0
45,29_0_1_20170117095002119.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
46,29_1_2_20170116174619470.jpg.chip.jpg,29,"(20, 30]",4,1,2.0
47,30_1_0_20170117141245568.jpg.chip.jpg,30,"(20, 30]",4,1,0.0
48,41_1_0_20170109133809164.jpg.chip.jpg,41,"(30, 45]",5,1,0.0
49,67_0_0_20170104184245598.jpg.chip.jpg,67,"(60, 100]",7,0,0.0
50,52_0_3_20170104214700621.jpg.chip.jpg,52,"(45, 60]",6,0,3.0
51,51_0_1_20170113174654644.jpg.chip.jpg,51,"(45, 60]",6,0,1.0
52,5_0_3_20161220220614792.jpg.chip.jpg,5,"(0, 5]",0,0,3.0
53,14_1_2_20170109204853921.jpg.chip.jpg,14,"(10, 15]",2,1,2.0
54,29_1_1_20170113000121657.jpg.chip.jpg,29,"(20, 30]",4,1,1.0
55,50_1_3_20170104235532885.jpg.chip.jpg,50,"(45, 60]",6,1,3.0
56,66_1_0_20170117175408412.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
57,76_0_1_20170116205210541.jpg.chip.jpg,76,"(60, 100]",7,0,1.0
58,44_1_3_20170119165329470.jpg.chip.jpg,44,"(30, 45]",5,1,3.0
59,55_0_0_20170117184812800.jpg.chip.jpg,55,"(45, 60]",6,0,0.0
60,14_1_0_20170109204918699.jpg.chip.jpg,14,"(10, 15]",2,1,0.0
61,60_1_0_20170112231837159.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
62,37_1_1_20170112215450519.jpg.chip.jpg,37,"(30, 45]",5,1,1.0
63,5_0_0_20170109193414770.jpg.chip.jpg,5,"(0, 5]",0,0,0.0
64,6_1_3_20161220222431162.jpg.chip.jpg,6,"(5, 10]",1,1,3.0
65,54_1_3_20170109150539338.jpg.chip.jpg,54,"(45, 60]",6,1,3.0
66,36_0_0_20170116210312217.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
67,42_0_0_20170117135651920.jpg.chip.jpg,42,"(30, 45]",5,0,0.0
68,7_1_0_20170109193140411.jpg.chip.jpg,7,"(5, 10]",1,1,0.0
69,28_0_1_20170113173600097.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
70,35_1_3_20170104231848138.jpg.chip.jpg,35,"(30, 45]",5,1,3.0
71,55_0_0_20170105161419947.jpg.chip.jpg,55,"(45, 60]",6,0,0.0
72,80_0_0_20170117175148148.jpg.chip.jpg,80,"(60, 100]",7,0,0.0
73,17_0_0_20170114025913647.jpg.chip.jpg,17,"(15, 20]",3,0,0.0
74,45_1_0_20170119192452937.jpg.chip.jpg,45,"(30, 45]",5,1,0.0
75,8_1_0_20170109204452579.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
76,61_1_0_20170110123303836.jpg.chip.jpg,61,"(60, 100]",7,1,0.0
77,8_1_0_20170109204818624.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
78,8_1_0_20170109204534346.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
79,58_0_1_20170113182450903.jpg.chip.jpg,58,"(45, 60]",6,0,1.0
80,5_1_0_20170109194115394.jpg.chip.jpg,5,"(0, 5]",0,1,0.0
81,96_1_0_20170110173805290.jpg.chip.jpg,96,"(60, 100]",7,1,0.0
82,19_0_2_20170104020121132.jpg.chip.jpg,19,"(15, 20]",3,0,2.0
83,45_0_3_20170119171853186.jpg.chip.jpg,45,"(30, 45]",5,0,3.0
84,37_0_2_20170116192053826.jpg.chip.jpg,37,"(30, 45]",5,0,2.0
85,17_0_1_20170113132545264.jpg.chip.jpg,17,"(15, 20]",3,0,1.0
86,68_0_1_20170111204337366.jpg.chip.jpg,68,"(60, 100]",7,0,1.0
87,30_0_0_20170117144004185.jpg.chip.jpg,30,"(20, 30]",4,0,0.0
88,46_0_0_20170117190143691.jpg.chip.jpg,46,"(45, 60]",6,0,0.0
89,5_1_2_20161219151522483.jpg.chip.jpg,5,"(0, 5]",0,1,2.0
90,28_0_3_20170119194921883.jpg.chip.jpg,28,"(20, 30]",4,0,3.0
91,40_1_2_20170116191614819.jpg.chip.jpg,40,"(30, 45]",5,1,2.0
92,28_1_2_20170116172552663.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
93,79_0_0_20170111222511980.jpg.chip.jpg,79,"(60, 100]",7,0,0.0
94,50_0_3_20170119201854301.jpg.chip.jpg,50,"(45, 60]",6,0,3.0
95,36_0_0_20170104172701786.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
96,40_1_1_20170112214918832.jpg.chip.jpg,40,"(30, 45]",5,1,1.0
97,82_0_0_20170111224022146.jpg.chip.jpg,82,"(60, 100]",7,0,0.0
98,56_1_0_20170110152858178.jpg.chip.jpg,56,"(45, 60]",6,1,0.0
99,8_1_2_20170104005626607.jpg.chip.jpg,8,"(5, 10]",1,1,2.0
100,54_0_0_20170113210127075.jpg.chip.jpg,54,"(45, 60]",6,0,0.0
101,28_0_1_20170116215621993.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
102,44_0_0_20170120220042234.jpg.chip.jpg,44,"(30, 45]",5,0,0.0
103,16_1_0_20170104011815680.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
104,40_0_0_20170117154530911.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
105,53_1_0_20170110160643251.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
106,36_0_3_20170119183309303.jpg.chip.jpg,36,"(30, 45]",5,0,3.0
107,38_0_3_20170117121006148.jpg.chip.jpg,38,"(30, 45]",5,0,3.0
108,37_0_0_20170105183948391.jpg.chip.jpg,37,"(30, 45]",5,0,0.0
109,8_1_4_20170109201742209.jpg.chip.jpg,8,"(5, 10]",1,1,4.0
110,4_0_2_20161219153822276.jpg.chip.jpg,4,"(0, 5]",0,0,2.0
111,36_0_3_20170119202053413.jpg.chip.jpg,36,"(30, 45]",5,0,3.0
112,30_1_2_20170116184317110.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
113,58_0_0_20170117140820048.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
114,59_1_0_20170110141603824.jpg.chip.jpg,59,"(45, 60]",6,1,0.0
115,28_0_4_20170109140345949.jpg.chip.jpg,28,"(20, 30]",4,0,4.0
116,70_0_0_20170120223159907.jpg.chip.jpg,70,"(60, 100]",7,0,0.0
117,35_0_4_20170117204532088.jpg.chip.jpg,35,"(30, 45]",5,0,4.0
118,28_0_1_20170117202249743.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
119,41_0_3_20170119175402515.jpg.chip.jpg,41,"(30, 45]",5,0,3.0
120,30_1_2_20170116171040262.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
121,47_0_3_20170119205239944.jpg.chip.jpg,47,"(45, 60]",6,0,3.0
122,5_0_2_20161219192745531.jpg.chip.jpg,5,"(0, 5]",0,0,2.0
123,9_0_0_20170110225318820.jpg.chip.jpg,9,"(5, 10]",1,0,0.0
124,45_1_3_20170119171447928.jpg.chip.jpg,45,"(30, 45]",5,1,3.0
125,65_0_0_20170120222348112.jpg.chip.jpg,65,"(60, 100]",7,0,0.0
126,42_0_0_20170113184108638.jpg.chip.jpg,42,"(30, 45]",5,0,0.0
127,59_0_0_20170104212718142.jpg.chip.jpg,59,"(45, 60]",6,0,0.0
128,66_1_0_20170110131639960.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
129,51_1_1_20170115235508848.jpg.chip.jpg,51,"(45, 60]",6,1,1.0
130,43_0_1_20170104185752431.jpg.chip.jpg,43,"(30, 45]",5,0,1.0
131,28_1_0_20170117020138207.jpg.chip.jpg,28,"(20, 30]",4,1,0.0
132,36_1_2_20170115234956957.jpg.chip.jpg,36,"(30, 45]",5,1,2.0
133,28_1_0_20170103182323771.jpg.chip.jpg,28,"(20, 30]",4,1,0.0
134,50_0_0_20170117160626703.jpg.chip.jpg,50,"(45, 60]",6,0,0.0
135,52_1_0_20170113184714320.jpg.chip.jpg,52,"(45, 60]",6,1,0.0
136,40_1_0_20170117135420797.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
137,57_0_2_20170105173521150.jpg.chip.jpg,57,"(45, 60]",6,0,2.0
138,92_1_0_20170110182333823.jpg.chip.jpg,92,"(60, 100]",7,1,0.0
139,16_1_3_20170104221802006.jpg.chip.jpg,16,"(15, 20]",3,1,3.0
140,54_0_0_20170117191323482.jpg.chip.jpg,54,"(45, 60]",6,0,0.0
141,50_0_0_20170111181750464.jpg.chip.jpg,50,"(45, 60]",6,0,0.0
142,45_0_2_20170109013208873.jpg.chip.jpg,45,"(30, 45]",5,0,2.0
143,29_1_2_20170116192021943.jpg.chip.jpg,29,"(20, 30]",4,1,2.0
144,66_1_0_20170105174521629.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
145,16_1_0_20170117193255060.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
146,5_1_4_20170116232419298.jpg.chip.jpg,5,"(0, 5]",0,1,4.0
147,46_1_0_20170105172747597.jpg.chip.jpg,46,"(45, 60]",6,1,0.0
148,78_0_0_20170111222436497.jpg.chip.jpg,78,"(60, 100]",7,0,0.0
149,19_0_0_20170103180141544.jpg.chip.jpg,19,"(15, 20]",3,0,0.0
150,30_0_1_20170117130038063.jpg.chip.jpg,30,"(20, 30]",4,0,1.0
151,43_0_0_20170104205149195.jpg.chip.jpg,43,"(30, 45]",5,0,0.0
152,68_0_0_20170117172924008.jpg.chip.jpg,68,"(60, 100]",7,0,0.0
153,40_1_1_20170116231247019.jpg.chip.jpg,40,"(30, 45]",5,1,1.0
154,5_0_1_20170113154912353.jpg.chip.jpg,5,"(0, 5]",0,0,1.0
155,14_1_0_20170103201911744.jpg.chip.jpg,14,"(10, 15]",2,1,0.0
156,29_0_1_20170113172959024.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
157,51_0_1_20170117173642448.jpg.chip.jpg,51,"(45, 60]",6,0,1.0
158,54_1_1_20170117194849551.jpg.chip.jpg,54,"(45, 60]",6,1,1.0
159,45_0_0_20170117192010084.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
160,17_1_3_20170104222027959.jpg.chip.jpg,17,"(15, 20]",3,1,3.0
161,5_0_0_20170110212701465.jpg.chip.jpg,5,"(0, 5]",0,0,0.0
162,37_0_0_20170109003623296.jpg.chip.jpg,37,"(30, 45]",5,0,0.0
163,28_1_2_20170109002652355.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
164,90_1_0_20170111211648525.jpg.chip.jpg,90,"(60, 100]",7,1,0.0
165,30_1_2_20170104020459348.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
166,40_1_0_20170104205021796.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
167,78_0_0_20170111200159377.jpg.chip.jpg,78,"(60, 100]",7,0,0.0
168,14_0_2_20170103200642238.jpg.chip.jpg,14,"(10, 15]",2,0,2.0
169,45_0_0_20170117182743885.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
170,36_0_0_20170105164112403.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
171,9_0_0_20170110222903669.jpg.chip.jpg,9,"(5, 10]",1,0,0.0
172,28_0_1_20170117164811684.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
173,18_1_0_20170109212826322.jpg.chip.jpg,18,"(15, 20]",3,1,0.0
174,5_0_3_20161220221842826.jpg.chip.jpg,5,"(0, 5]",0,0,3.0
175,15_1_1_20170109212440397.jpg.chip.jpg,15,"(10, 15]",2,1,1.0
176,16_0_0_20170110232141846.jpg.chip.jpg,16,"(15, 20]",3,0,0.0
177,53_1_0_20170109142039096.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
178,72_0_0_20170111221724508.jpg.chip.jpg,72,"(60, 100]",7,0,0.0
179,13_0_0_20170110220458081.jpg.chip.jpg,13,"(10, 15]",2,0,0.0
180,45_0_3_20170119171425106.jpg.chip.jpg,45,"(30, 45]",5,0,3.0
181,60_1_1_20170110122351600.jpg.chip.jpg,60,"(45, 60]",6,1,1.0
182,36_1_2_20170105172631405.jpg.chip.jpg,36,"(30, 45]",5,1,2.0
183,51_0_0_20170120222858570.jpg.chip.jpg,51,"(45, 60]",6,0,0.0
184,67_0_0_20170108235729190.jpg.chip.jpg,67,"(60, 100]",7,0,0.0
185,35_1_4_20170117203433192.jpg.chip.jpg,35,"(30, 45]",5,1,4.0
186,55_0_3_20170119181035677.jpg.chip.jpg,55,"(45, 60]",6,0,3.0
187,76_1_0_20170110140935777.jpg.chip.jpg,76,"(60, 100]",7,1,0.0
188,56_1_0_20170113182536919.jpg.chip.jpg,56,"(45, 60]",6,1,0.0
189,30_1_0_20170117170425322.jpg.chip.jpg,30,"(20, 30]",4,1,0.0
190,71_1_0_20170117194649889.jpg.chip.jpg,71,"(60, 100]",7,1,0.0
191,13_1_0_20170110224453650.jpg.chip.jpg,13,"(10, 15]",2,1,0.0
192,35_1_0_20170117135241435.jpg.chip.jpg,35,"(30, 45]",5,1,0.0
193,40_1_1_20170113001541188.jpg.chip.jpg,40,"(30, 45]",5,1,1.0
194,56_0_0_20170111171747473.jpg.chip.jpg,56,"(45, 60]",6,0,0.0
195,54_0_0_20170104205516571.jpg.chip.jpg,54,"(45, 60]",6,0,0.0
196,68_1_0_20170110140321752.jpg.chip.jpg,68,"(60, 100]",7,1,0.0
197,60_1_0_20170110152946835.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
198,40_0_0_20170117130926545.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
199,41_1_0_20170104171619994.jpg.chip.jpg,41,"(30, 45]",5,1,0.0
200,52_0_1_20170116010409058.jpg.chip.jpg,52,"(45, 60]",6,0,1.0
201,52_0_0_20170117154814549.jpg.chip.jpg,52,"(45, 60]",6,0,0.0
202,28_1_4_20170117202538583.jpg.chip.jpg,28,"(20, 30]",4,1,4.0
203,50_0_3_20170119204347415.jpg.chip.jpg,50,"(45, 60]",6,0,3.0
204,79_0_0_20170111222432817.jpg.chip.jpg,79,"(60, 100]",7,0,0.0
205,50_0_1_20170117173432690.jpg.chip.jpg,50,"(45, 60]",6,0,1.0
206,82_0_0_20170111210233971.jpg.chip.jpg,82,"(60, 100]",7,0,0.0
207,46_0_0_20170119204818695.jpg.chip.jpg,46,"(45, 60]",6,0,0.0
208,35_1_3_20170119162657708.jpg.chip.jpg,35,"(30, 45]",5,1,3.0
209,28_1_2_20170104020939196.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
210,45_1_3_20170119200125452.jpg.chip.jpg,45,"(30, 45]",5,1,3.0
211,50_0_3_20170119195757652.jpg.chip.jpg,50,"(45, 60]",6,0,3.0
212,38_1_1_20170113000746434.jpg.chip.jpg,38,"(30, 45]",5,1,1.0
213,45_0_0_20170117180830778.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
214,45_0_0_20170117204750369.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
215,15_0_1_20170110231743136.jpg.chip.jpg,15,"(10, 15]",2,0,1.0
216,8_1_0_20170109204542015.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
217,72_0_0_20170111222416133.jpg.chip.jpg,72,"(60, 100]",7,0,0.0
218,40_0_0_20170113210319647.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
219,8_1_0_20170109202407288.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
220,14_1_0_20170109204620092.jpg.chip.jpg,14,"(10, 15]",2,1,0.0
221,50_0_1_20170117003124915.jpg.chip.jpg,50,"(45, 60]",6,0,1.0
222,28_1_0_20170104021158812.jpg.chip.jpg,28,"(20, 30]",4,1,0.0
223,50_1_0_20170117171530084.jpg.chip.jpg,50,"(45, 60]",6,1,0.0
224,40_0_2_20170112003844676.jpg.chip.jpg,40,"(30, 45]",5,0,2.0
225,73_1_0_20170110122517886.jpg.chip.jpg,73,"(60, 100]",7,1,0.0
226,62_0_3_20170112205627841.jpg.chip.jpg,62,"(60, 100]",7,0,3.0
227,61_0_2_20170116191832323.jpg.chip.jpg,61,"(60, 100]",7,0,2.0
228,50_1_0_20170104184846062.jpg.chip.jpg,50,"(45, 60]",6,1,0.0
229,29_0_1_20170116203619812.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
230,50_1_0_20170109012444348.jpg.chip.jpg,50,"(45, 60]",6,1,0.0
231,66_1_0_20170110141120112.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
232,59_0_0_20170117195223638.jpg.chip.jpg,59,"(45, 60]",6,0,0.0
233,35_1_1_20170113010415255.jpg.chip.jpg,35,"(30, 45]",5,1,1.0
234,28_1_1_20170113012508729.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
235,45_1_0_20170117154458798.jpg.chip.jpg,45,"(30, 45]",5,1,0.0
236,38_1_1_20170112231516417.jpg.chip.jpg,38,"(30, 45]",5,1,1.0
237,30_1_0_20170109012829305.jpg.chip.jpg,30,"(20, 30]",4,1,0.0
238,66_0_0_20170120225919754.jpg.chip.jpg,66,"(60, 100]",7,0,0.0
239,29_1_0_20170113012617623.jpg.chip.jpg,29,"(20, 30]",4,1,0.0
240,9_0_0_20170110220132059.jpg.chip.jpg,9,"(5, 10]",1,0,0.0
241,35_1_1_20170117135248701.jpg.chip.jpg,35,"(30, 45]",5,1,1.0
242,35_1_4_20170117193701109.jpg.chip.jpg,35,"(30, 45]",5,1,4.0
243,20_1_0_20170117192327053.jpg.chip.jpg,20,"(15, 20]",3,1,0.0
244,30_1_3_20170117154720797.jpg.chip.jpg,30,"(20, 30]",4,1,3.0
245,76_1_0_20170110180413588.jpg.chip.jpg,76,"(60, 100]",7,1,0.0
246,52_0_0_20170117190849099.jpg.chip.jpg,52,"(45, 60]",6,0,0.0
247,54_0_0_20170117204552448.jpg.chip.jpg,54,"(45, 60]",6,0,0.0
248,40_0_1_20170113182334142.jpg.chip.jpg,40,"(30, 45]",5,0,1.0
249,53_0_0_20170104205937252.jpg.chip.jpg,53,"(45, 60]",6,0,0.0
250,39_1_0_20170105172844028.jpg.chip.jpg,39,"(30, 45]",5,1,0.0
251,85_1_2_20170110175723033.jpg.chip.jpg,85,"(60, 100]",7,1,2.0
252,72_0_0_20170111221801037.jpg.chip.jpg,72,"(60, 100]",7,0,0.0
253,64_1_0_20170120223621126.jpg.chip.jpg,64,"(60, 100]",7,1,0.0
254,68_0_1_20170111194909799.jpg.chip.jpg,68,"(60, 100]",7,0,1.0
255,42_1_2_20170116161958086.jpg.chip.jpg,42,"(30, 45]",5,1,2.0
256,44_0_3_20170113001948987.jpg.chip.jpg,44,"(30, 45]",5,0,3.0
257,19_0_0_20170117140603777.jpg.chip.jpg,19,"(15, 20]",3,0,0.0
258,8_1_4_20170104005426863.jpg.chip.jpg,8,"(5, 10]",1,1,4.0
259,88_1_0_20170120230401803.jpg.chip.jpg,88,"(60, 100]",7,1,0.0
260,65_0_3_20170104215624533.jpg.chip.jpg,65,"(60, 100]",7,0,3.0
261,29_0_3_20170119171739135.jpg.chip.jpg,29,"(20, 30]",4,0,3.0
262,59_0_0_20170117185053635.jpg.chip.jpg,59,"(45, 60]",6,0,0.0
263,45_0_0_20170117121756358.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
264,18_0_1_20170114030419966.jpg.chip.jpg,18,"(15, 20]",3,0,1.0
265,85_1_0_20170110184107806.jpg.chip.jpg,85,"(60, 100]",7,1,0.0
266,67_0_0_20170104213337429.jpg.chip.jpg,67,"(60, 100]",7,0,0.0
267,20_0_1_20170113132537718.jpg.chip.jpg,20,"(15, 20]",3,0,1.0
268,45_0_0_20170116212320846.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
269,42_0_0_20170117185752122.jpg.chip.jpg,42,"(30, 45]",5,0,0.0
270,30_0_3_20170119195741363.jpg.chip.jpg,30,"(20, 30]",4,0,3.0
271,82_1_0_20170110184132973.jpg.chip.jpg,82,"(60, 100]",7,1,0.0
272,48_0_3_20170109142337247.jpg.chip.jpg,48,"(45, 60]",6,0,3.0
273,45_0_0_20170120221308125.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
274,29_0_1_20170104220317630.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
275,30_0_0_20170117140805766.jpg.chip.jpg,30,"(20, 30]",4,0,0.0
276,28_1_4_20170103181212270.jpg.chip.jpg,28,"(20, 30]",4,1,4.0
277,37_1_2_20170104005945096.jpg.chip.jpg,37,"(30, 45]",5,1,2.0
278,56_0_0_20170113184725703.jpg.chip.jpg,56,"(45, 60]",6,0,0.0
279,29_1_0_20170109134017138.jpg.chip.jpg,29,"(20, 30]",4,1,0.0
280,8_1_0_20170103162925343.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
281,85_0_0_20170111205839209.jpg.chip.jpg,85,"(60, 100]",7,0,0.0
282,56_1_1_20170116002049709.jpg.chip.jpg,56,"(45, 60]",6,1,1.0
283,20_1_4_20170103233322026.jpg.chip.jpg,20,"(15, 20]",3,1,4.0
284,30_1_1_20170116220801881.jpg.chip.jpg,30,"(20, 30]",4,1,1.0
285,15_1_0_20170109214024612.jpg.chip.jpg,15,"(10, 15]",2,1,0.0
286,60_1_0_20170110141610416.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
287,6_0_0_20170117192243284.jpg.chip.jpg,6,"(5, 10]",1,0,0.0
288,37_0_0_20170104183200979.jpg.chip.jpg,37,"(30, 45]",5,0,0.0
289,29_1_1_20170112234045193.jpg.chip.jpg,29,"(20, 30]",4,1,1.0
290,30_1_0_20170117203639423.jpg.chip.jpg,30,"(20, 30]",4,1,0.0
291,67_1_0_20170110143255682.jpg.chip.jpg,67,"(60, 100]",7,1,0.0
292,19_0_0_20170103201556447.jpg.chip.jpg,19,"(15, 20]",3,0,0.0
293,62_1_0_20170110160643782.jpg.chip.jpg,62,"(60, 100]",7,1,0.0
294,74_0_0_20170111223730444.jpg.chip.jpg,74,"(60, 100]",7,0,0.0
295,65_0_0_20170111204015410.jpg.chip.jpg,65,"(60, 100]",7,0,0.0
296,28_1_1_20170117020452350.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
297,28_0_1_20170117020124788.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
298,78_0_2_20170112222045626.jpg.chip.jpg,78,"(60, 100]",7,0,2.0
299,73_0_0_20170104213653518.jpg.chip.jpg,73,"(60, 100]",7,0,0.0
300,65_1_0_20170110181102968.jpg.chip.jpg,65,"(60, 100]",7,1,0.0
301,65_0_1_20170113174052843.jpg.chip.jpg,65,"(60, 100]",7,0,1.0
302,60_0_0_20170113184804864.jpg.chip.jpg,60,"(45, 60]",6,0,0.0
303,55_0_3_20170104214223615.jpg.chip.jpg,55,"(45, 60]",6,0,3.0
304,46_0_0_20170117135813694.jpg.chip.jpg,46,"(45, 60]",6,0,0.0
305,30_0_3_20170119144749349.jpg.chip.jpg,30,"(20, 30]",4,0,3.0
306,45_0_0_20170111181750431.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
307,50_0_3_20170119211935657.jpg.chip.jpg,50,"(45, 60]",6,0,3.0
308,20_1_0_20170114031424981.jpg.chip.jpg,20,"(15, 20]",3,1,0.0
309,45_1_0_20170117182517677.jpg.chip.jpg,45,"(30, 45]",5,1,0.0
310,58_0_0_20170117193919120.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
311,35_1_0_20170113001111066.jpg.chip.jpg,35,"(30, 45]",5,1,0.0
312,11_0_3_20170104230222352.jpg.chip.jpg,11,"(10, 15]",2,0,3.0
313,40_1_0_20170116235736541.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
314,39_1_0_20170104201025387.jpg.chip.jpg,39,"(30, 45]",5,1,0.0
315,55_0_3_20170119183204846.jpg.chip.jpg,55,"(45, 60]",6,0,3.0
316,12_0_0_20170110225348936.jpg.chip.jpg,12,"(10, 15]",2,0,0.0
