image_path,age,age_category,class,gender,ethnicity
45_0_3_20170119171853186.jpg.chip.jpg,45,"(40, 50]",4,0,3.0
37_0_2_20170116192053826.jpg.chip.jpg,37,"(30, 40]",3,0,2.0
17_0_1_20170113132545264.jpg.chip.jpg,17,"(10, 20]",1,0,1.0
68_0_1_20170111204337366.jpg.chip.jpg,68,"(60, 70]",6,0,1.0
30_0_0_20170117144004185.jpg.chip.jpg,30,"(20, 30]",2,0,0.0
46_0_0_20170117190143691.jpg.chip.jpg,46,"(40, 50]",4,0,0.0
5_1_2_20161219151522483.jpg.chip.jpg,5,"(0, 10]",0,1,2.0
28_0_3_20170119194921883.jpg.chip.jpg,28,"(20, 30]",2,0,3.0
40_1_2_20170116191614819.jpg.chip.jpg,40,"(30, 40]",3,1,2.0
28_1_2_20170116172552663.jpg.chip.jpg,28,"(20, 30]",2,1,2.0
79_0_0_20170111222511980.jpg.chip.jpg,79,"(70, 80]",7,0,0.0
50_0_3_20170119201854301.jpg.chip.jpg,50,"(40, 50]",4,0,3.0
36_0_0_20170104172701786.jpg.chip.jpg,36,"(30, 40]",3,0,0.0
40_1_1_20170112214918832.jpg.chip.jpg,40,"(30, 40]",3,1,1.0
82_0_0_20170111224022146.jpg.chip.jpg,82,"(80, 90]",8,0,0.0
56_1_0_20170110152858178.jpg.chip.jpg,56,"(50, 60]",5,1,0.0
8_1_2_20170104005626607.jpg.chip.jpg,8,"(0, 10]",0,1,2.0
54_0_0_20170113210127075.jpg.chip.jpg,54,"(50, 60]",5,0,0.0
28_0_1_20170116215621993.jpg.chip.jpg,28,"(20, 30]",2,0,1.0
44_0_0_20170120220042234.jpg.chip.jpg,44,"(40, 50]",4,0,0.0
16_1_0_20170104011815680.jpg.chip.jpg,16,"(10, 20]",1,1,0.0
40_0_0_20170117154530911.jpg.chip.jpg,40,"(30, 40]",3,0,0.0
53_1_0_20170110160643251.jpg.chip.jpg,53,"(50, 60]",5,1,0.0
36_0_3_20170119183309303.jpg.chip.jpg,36,"(30, 40]",3,0,3.0
38_0_3_20170117121006148.jpg.chip.jpg,38,"(30, 40]",3,0,3.0
37_0_0_20170105183948391.jpg.chip.jpg,37,"(30, 40]",3,0,0.0
8_1_4_20170109201742209.jpg.chip.jpg,8,"(0, 10]",0,1,4.0
4_0_2_20161219153822276.jpg.chip.jpg,4,"(0, 10]",0,0,2.0
36_0_3_20170119202053413.jpg.chip.jpg,36,"(30, 40]",3,0,3.0
30_1_2_20170116184317110.jpg.chip.jpg,30,"(20, 30]",2,1,2.0
58_0_0_20170117140820048.jpg.chip.jpg,58,"(50, 60]",5,0,0.0
59_1_0_20170110141603824.jpg.chip.jpg,59,"(50, 60]",5,1,0.0
28_0_4_20170109140345949.jpg.chip.jpg,28,"(20, 30]",2,0,4.0
70_0_0_20170120223159907.jpg.chip.jpg,70,"(60, 70]",6,0,0.0
35_0_4_20170117204532088.jpg.chip.jpg,35,"(30, 40]",3,0,4.0
28_0_1_20170117202249743.jpg.chip.jpg,28,"(20, 30]",2,0,1.0
41_0_3_20170119175402515.jpg.chip.jpg,41,"(40, 50]",4,0,3.0
30_1_2_20170116171040262.jpg.chip.jpg,30,"(20, 30]",2,1,2.0
47_0_3_20170119205239944.jpg.chip.jpg,47,"(40, 50]",4,0,3.0
5_0_2_20161219192745531.jpg.chip.jpg,5,"(0, 10]",0,0,2.0
9_0_0_20170110225318820.jpg.chip.jpg,9,"(0, 10]",0,0,0.0
45_1_3_20170119171447928.jpg.chip.jpg,45,"(40, 50]",4,1,3.0
65_0_0_20170120222348112.jpg.chip.jpg,65,"(60, 70]",6,0,0.0
42_0_0_20170113184108638.jpg.chip.jpg,42,"(40, 50]",4,0,0.0
59_0_0_20170104212718142.jpg.chip.jpg,59,"(50, 60]",5,0,0.0
66_1_0_20170110131639960.jpg.chip.jpg,66,"(60, 70]",6,1,0.0
51_1_1_20170115235508848.jpg.chip.jpg,51,"(50, 60]",5,1,1.0
43_0_1_20170104185752431.jpg.chip.jpg,43,"(40, 50]",4,0,1.0
28_1_0_20170117020138207.jpg.chip.jpg,28,"(20, 30]",2,1,0.0
36_1_2_20170115234956957.jpg.chip.jpg,36,"(30, 40]",3,1,2.0
28_1_0_20170103182323771.jpg.chip.jpg,28,"(20, 30]",2,1,0.0
50_0_0_20170117160626703.jpg.chip.jpg,50,"(40, 50]",4,0,0.0
52_1_0_20170113184714320.jpg.chip.jpg,52,"(50, 60]",5,1,0.0
40_1_0_20170117135420797.jpg.chip.jpg,40,"(30, 40]",3,1,0.0
57_0_2_20170105173521150.jpg.chip.jpg,57,"(50, 60]",5,0,2.0
92_1_0_20170110182333823.jpg.chip.jpg,92,"(90, 100]",9,1,0.0
16_1_3_20170104221802006.jpg.chip.jpg,16,"(10, 20]",1,1,3.0
54_0_0_20170117191323482.jpg.chip.jpg,54,"(50, 60]",5,0,0.0
50_0_0_20170111181750464.jpg.chip.jpg,50,"(40, 50]",4,0,0.0
45_0_2_20170109013208873.jpg.chip.jpg,45,"(40, 50]",4,0,2.0
29_1_2_20170116192021943.jpg.chip.jpg,29,"(20, 30]",2,1,2.0
66_1_0_20170105174521629.jpg.chip.jpg,66,"(60, 70]",6,1,0.0
16_1_0_20170117193255060.jpg.chip.jpg,16,"(10, 20]",1,1,0.0
5_1_4_20170116232419298.jpg.chip.jpg,5,"(0, 10]",0,1,4.0
46_1_0_20170105172747597.jpg.chip.jpg,46,"(40, 50]",4,1,0.0
78_0_0_20170111222436497.jpg.chip.jpg,78,"(70, 80]",7,0,0.0
19_0_0_20170103180141544.jpg.chip.jpg,19,"(10, 20]",1,0,0.0
30_0_1_20170117130038063.jpg.chip.jpg,30,"(20, 30]",2,0,1.0
43_0_0_20170104205149195.jpg.chip.jpg,43,"(40, 50]",4,0,0.0
68_0_0_20170117172924008.jpg.chip.jpg,68,"(60, 70]",6,0,0.0
40_1_1_20170116231247019.jpg.chip.jpg,40,"(30, 40]",3,1,1.0
5_0_1_20170113154912353.jpg.chip.jpg,5,"(0, 10]",0,0,1.0
14_1_0_20170103201911744.jpg.chip.jpg,14,"(10, 20]",1,1,0.0
29_0_1_20170113172959024.jpg.chip.jpg,29,"(20, 30]",2,0,1.0
51_0_1_20170117173642448.jpg.chip.jpg,51,"(50, 60]",5,0,1.0
54_1_1_20170117194849551.jpg.chip.jpg,54,"(50, 60]",5,1,1.0
45_0_0_20170117192010084.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
17_1_3_20170104222027959.jpg.chip.jpg,17,"(10, 20]",1,1,3.0
5_0_0_20170110212701465.jpg.chip.jpg,5,"(0, 10]",0,0,0.0
37_0_0_20170109003623296.jpg.chip.jpg,37,"(30, 40]",3,0,0.0
28_1_2_20170109002652355.jpg.chip.jpg,28,"(20, 30]",2,1,2.0
90_1_0_20170111211648525.jpg.chip.jpg,90,"(80, 90]",8,1,0.0
30_1_2_20170104020459348.jpg.chip.jpg,30,"(20, 30]",2,1,2.0
40_1_0_20170104205021796.jpg.chip.jpg,40,"(30, 40]",3,1,0.0
78_0_0_20170111200159377.jpg.chip.jpg,78,"(70, 80]",7,0,0.0
14_0_2_20170103200642238.jpg.chip.jpg,14,"(10, 20]",1,0,2.0
45_0_0_20170117182743885.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
36_0_0_20170105164112403.jpg.chip.jpg,36,"(30, 40]",3,0,0.0
9_0_0_20170110222903669.jpg.chip.jpg,9,"(0, 10]",0,0,0.0
28_0_1_20170117164811684.jpg.chip.jpg,28,"(20, 30]",2,0,1.0
18_1_0_20170109212826322.jpg.chip.jpg,18,"(10, 20]",1,1,0.0
5_0_3_20161220221842826.jpg.chip.jpg,5,"(0, 10]",0,0,3.0
15_1_1_20170109212440397.jpg.chip.jpg,15,"(10, 20]",1,1,1.0
16_0_0_20170110232141846.jpg.chip.jpg,16,"(10, 20]",1,0,0.0
53_1_0_20170109142039096.jpg.chip.jpg,53,"(50, 60]",5,1,0.0
72_0_0_20170111221724508.jpg.chip.jpg,72,"(70, 80]",7,0,0.0
13_0_0_20170110220458081.jpg.chip.jpg,13,"(10, 20]",1,0,0.0
45_0_3_20170119171425106.jpg.chip.jpg,45,"(40, 50]",4,0,3.0
60_1_1_20170110122351600.jpg.chip.jpg,60,"(50, 60]",5,1,1.0
36_1_2_20170105172631405.jpg.chip.jpg,36,"(30, 40]",3,1,2.0
51_0_0_20170120222858570.jpg.chip.jpg,51,"(50, 60]",5,0,0.0
67_0_0_20170108235729190.jpg.chip.jpg,67,"(60, 70]",6,0,0.0
35_1_4_20170117203433192.jpg.chip.jpg,35,"(30, 40]",3,1,4.0
55_0_3_20170119181035677.jpg.chip.jpg,55,"(50, 60]",5,0,3.0
76_1_0_20170110140935777.jpg.chip.jpg,76,"(70, 80]",7,1,0.0
56_1_0_20170113182536919.jpg.chip.jpg,56,"(50, 60]",5,1,0.0
30_1_0_20170117170425322.jpg.chip.jpg,30,"(20, 30]",2,1,0.0
71_1_0_20170117194649889.jpg.chip.jpg,71,"(70, 80]",7,1,0.0
13_1_0_20170110224453650.jpg.chip.jpg,13,"(10, 20]",1,1,0.0
35_1_0_20170117135241435.jpg.chip.jpg,35,"(30, 40]",3,1,0.0
40_1_1_20170113001541188.jpg.chip.jpg,40,"(30, 40]",3,1,1.0
56_0_0_20170111171747473.jpg.chip.jpg,56,"(50, 60]",5,0,0.0
54_0_0_20170104205516571.jpg.chip.jpg,54,"(50, 60]",5,0,0.0
68_1_0_20170110140321752.jpg.chip.jpg,68,"(60, 70]",6,1,0.0
60_1_0_20170110152946835.jpg.chip.jpg,60,"(50, 60]",5,1,0.0
40_0_0_20170117130926545.jpg.chip.jpg,40,"(30, 40]",3,0,0.0
41_1_0_20170104171619994.jpg.chip.jpg,41,"(40, 50]",4,1,0.0
52_0_1_20170116010409058.jpg.chip.jpg,52,"(50, 60]",5,0,1.0
52_0_0_20170117154814549.jpg.chip.jpg,52,"(50, 60]",5,0,0.0
28_1_4_20170117202538583.jpg.chip.jpg,28,"(20, 30]",2,1,4.0
50_0_3_20170119204347415.jpg.chip.jpg,50,"(40, 50]",4,0,3.0
79_0_0_20170111222432817.jpg.chip.jpg,79,"(70, 80]",7,0,0.0
50_0_1_20170117173432690.jpg.chip.jpg,50,"(40, 50]",4,0,1.0
82_0_0_20170111210233971.jpg.chip.jpg,82,"(80, 90]",8,0,0.0
46_0_0_20170119204818695.jpg.chip.jpg,46,"(40, 50]",4,0,0.0
35_1_3_20170119162657708.jpg.chip.jpg,35,"(30, 40]",3,1,3.0
28_1_2_20170104020939196.jpg.chip.jpg,28,"(20, 30]",2,1,2.0
45_1_3_20170119200125452.jpg.chip.jpg,45,"(40, 50]",4,1,3.0
50_0_3_20170119195757652.jpg.chip.jpg,50,"(40, 50]",4,0,3.0
38_1_1_20170113000746434.jpg.chip.jpg,38,"(30, 40]",3,1,1.0
45_0_0_20170117180830778.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
45_0_0_20170117204750369.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
15_0_1_20170110231743136.jpg.chip.jpg,15,"(10, 20]",1,0,1.0
8_1_0_20170109204542015.jpg.chip.jpg,8,"(0, 10]",0,1,0.0
72_0_0_20170111222416133.jpg.chip.jpg,72,"(70, 80]",7,0,0.0
40_0_0_20170113210319647.jpg.chip.jpg,40,"(30, 40]",3,0,0.0
8_1_0_20170109202407288.jpg.chip.jpg,8,"(0, 10]",0,1,0.0
14_1_0_20170109204620092.jpg.chip.jpg,14,"(10, 20]",1,1,0.0
50_0_1_20170117003124915.jpg.chip.jpg,50,"(40, 50]",4,0,1.0
28_1_0_20170104021158812.jpg.chip.jpg,28,"(20, 30]",2,1,0.0
50_1_0_20170117171530084.jpg.chip.jpg,50,"(40, 50]",4,1,0.0
40_0_2_20170112003844676.jpg.chip.jpg,40,"(30, 40]",3,0,2.0
73_1_0_20170110122517886.jpg.chip.jpg,73,"(70, 80]",7,1,0.0
62_0_3_20170112205627841.jpg.chip.jpg,62,"(60, 70]",6,0,3.0
61_0_2_20170116191832323.jpg.chip.jpg,61,"(60, 70]",6,0,2.0
50_1_0_20170104184846062.jpg.chip.jpg,50,"(40, 50]",4,1,0.0
29_0_1_20170116203619812.jpg.chip.jpg,29,"(20, 30]",2,0,1.0
50_1_0_20170109012444348.jpg.chip.jpg,50,"(40, 50]",4,1,0.0
66_1_0_20170110141120112.jpg.chip.jpg,66,"(60, 70]",6,1,0.0
59_0_0_20170117195223638.jpg.chip.jpg,59,"(50, 60]",5,0,0.0
35_1_1_20170113010415255.jpg.chip.jpg,35,"(30, 40]",3,1,1.0
28_1_1_20170113012508729.jpg.chip.jpg,28,"(20, 30]",2,1,1.0
45_1_0_20170117154458798.jpg.chip.jpg,45,"(40, 50]",4,1,0.0
38_1_1_20170112231516417.jpg.chip.jpg,38,"(30, 40]",3,1,1.0
30_1_0_20170109012829305.jpg.chip.jpg,30,"(20, 30]",2,1,0.0
66_0_0_20170120225919754.jpg.chip.jpg,66,"(60, 70]",6,0,0.0
29_1_0_20170113012617623.jpg.chip.jpg,29,"(20, 30]",2,1,0.0
9_0_0_20170110220132059.jpg.chip.jpg,9,"(0, 10]",0,0,0.0
35_1_1_20170117135248701.jpg.chip.jpg,35,"(30, 40]",3,1,1.0
35_1_4_20170117193701109.jpg.chip.jpg,35,"(30, 40]",3,1,4.0
20_1_0_20170117192327053.jpg.chip.jpg,20,"(10, 20]",1,1,0.0
30_1_3_20170117154720797.jpg.chip.jpg,30,"(20, 30]",2,1,3.0
76_1_0_20170110180413588.jpg.chip.jpg,76,"(70, 80]",7,1,0.0
52_0_0_20170117190849099.jpg.chip.jpg,52,"(50, 60]",5,0,0.0
54_0_0_20170117204552448.jpg.chip.jpg,54,"(50, 60]",5,0,0.0
40_0_1_20170113182334142.jpg.chip.jpg,40,"(30, 40]",3,0,1.0
53_0_0_20170104205937252.jpg.chip.jpg,53,"(50, 60]",5,0,0.0
39_1_0_20170105172844028.jpg.chip.jpg,39,"(30, 40]",3,1,0.0
85_1_2_20170110175723033.jpg.chip.jpg,85,"(80, 90]",8,1,2.0
72_0_0_20170111221801037.jpg.chip.jpg,72,"(70, 80]",7,0,0.0
64_1_0_20170120223621126.jpg.chip.jpg,64,"(60, 70]",6,1,0.0
68_0_1_20170111194909799.jpg.chip.jpg,68,"(60, 70]",6,0,1.0
42_1_2_20170116161958086.jpg.chip.jpg,42,"(40, 50]",4,1,2.0
44_0_3_20170113001948987.jpg.chip.jpg,44,"(40, 50]",4,0,3.0
19_0_0_20170117140603777.jpg.chip.jpg,19,"(10, 20]",1,0,0.0
8_1_4_20170104005426863.jpg.chip.jpg,8,"(0, 10]",0,1,4.0
88_1_0_20170120230401803.jpg.chip.jpg,88,"(80, 90]",8,1,0.0
65_0_3_20170104215624533.jpg.chip.jpg,65,"(60, 70]",6,0,3.0
29_0_3_20170119171739135.jpg.chip.jpg,29,"(20, 30]",2,0,3.0
59_0_0_20170117185053635.jpg.chip.jpg,59,"(50, 60]",5,0,0.0
45_0_0_20170117121756358.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
18_0_1_20170114030419966.jpg.chip.jpg,18,"(10, 20]",1,0,1.0
85_1_0_20170110184107806.jpg.chip.jpg,85,"(80, 90]",8,1,0.0
67_0_0_20170104213337429.jpg.chip.jpg,67,"(60, 70]",6,0,0.0
20_0_1_20170113132537718.jpg.chip.jpg,20,"(10, 20]",1,0,1.0
45_0_0_20170116212320846.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
42_0_0_20170117185752122.jpg.chip.jpg,42,"(40, 50]",4,0,0.0
30_0_3_20170119195741363.jpg.chip.jpg,30,"(20, 30]",2,0,3.0
82_1_0_20170110184132973.jpg.chip.jpg,82,"(80, 90]",8,1,0.0
48_0_3_20170109142337247.jpg.chip.jpg,48,"(40, 50]",4,0,3.0
45_0_0_20170120221308125.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
29_0_1_20170104220317630.jpg.chip.jpg,29,"(20, 30]",2,0,1.0
30_0_0_20170117140805766.jpg.chip.jpg,30,"(20, 30]",2,0,0.0
28_1_4_20170103181212270.jpg.chip.jpg,28,"(20, 30]",2,1,4.0
37_1_2_20170104005945096.jpg.chip.jpg,37,"(30, 40]",3,1,2.0
56_0_0_20170113184725703.jpg.chip.jpg,56,"(50, 60]",5,0,0.0
29_1_0_20170109134017138.jpg.chip.jpg,29,"(20, 30]",2,1,0.0
8_1_0_20170103162925343.jpg.chip.jpg,8,"(0, 10]",0,1,0.0
85_0_0_20170111205839209.jpg.chip.jpg,85,"(80, 90]",8,0,0.0
56_1_1_20170116002049709.jpg.chip.jpg,56,"(50, 60]",5,1,1.0
20_1_4_20170103233322026.jpg.chip.jpg,20,"(10, 20]",1,1,4.0
30_1_1_20170116220801881.jpg.chip.jpg,30,"(20, 30]",2,1,1.0
15_1_0_20170109214024612.jpg.chip.jpg,15,"(10, 20]",1,1,0.0
60_1_0_20170110141610416.jpg.chip.jpg,60,"(50, 60]",5,1,0.0
6_0_0_20170117192243284.jpg.chip.jpg,6,"(0, 10]",0,0,0.0
37_0_0_20170104183200979.jpg.chip.jpg,37,"(30, 40]",3,0,0.0
29_1_1_20170112234045193.jpg.chip.jpg,29,"(20, 30]",2,1,1.0
30_1_0_20170117203639423.jpg.chip.jpg,30,"(20, 30]",2,1,0.0
67_1_0_20170110143255682.jpg.chip.jpg,67,"(60, 70]",6,1,0.0
19_0_0_20170103201556447.jpg.chip.jpg,19,"(10, 20]",1,0,0.0
62_1_0_20170110160643782.jpg.chip.jpg,62,"(60, 70]",6,1,0.0
74_0_0_20170111223730444.jpg.chip.jpg,74,"(70, 80]",7,0,0.0
65_0_0_20170111204015410.jpg.chip.jpg,65,"(60, 70]",6,0,0.0
28_1_1_20170117020452350.jpg.chip.jpg,28,"(20, 30]",2,1,1.0
28_0_1_20170117020124788.jpg.chip.jpg,28,"(20, 30]",2,0,1.0
78_0_2_20170112222045626.jpg.chip.jpg,78,"(70, 80]",7,0,2.0
73_0_0_20170104213653518.jpg.chip.jpg,73,"(70, 80]",7,0,0.0
65_1_0_20170110181102968.jpg.chip.jpg,65,"(60, 70]",6,1,0.0
65_0_1_20170113174052843.jpg.chip.jpg,65,"(60, 70]",6,0,1.0
60_0_0_20170113184804864.jpg.chip.jpg,60,"(50, 60]",5,0,0.0
55_0_3_20170104214223615.jpg.chip.jpg,55,"(50, 60]",5,0,3.0
46_0_0_20170117135813694.jpg.chip.jpg,46,"(40, 50]",4,0,0.0
30_0_3_20170119144749349.jpg.chip.jpg,30,"(20, 30]",2,0,3.0
45_0_0_20170111181750431.jpg.chip.jpg,45,"(40, 50]",4,0,0.0
50_0_3_20170119211935657.jpg.chip.jpg,50,"(40, 50]",4,0,3.0
20_1_0_20170114031424981.jpg.chip.jpg,20,"(10, 20]",1,1,0.0
45_1_0_20170117182517677.jpg.chip.jpg,45,"(40, 50]",4,1,0.0
58_0_0_20170117193919120.jpg.chip.jpg,58,"(50, 60]",5,0,0.0
35_1_0_20170113001111066.jpg.chip.jpg,35,"(30, 40]",3,1,0.0
11_0_3_20170104230222352.jpg.chip.jpg,11,"(10, 20]",1,0,3.0
40_1_0_20170116235736541.jpg.chip.jpg,40,"(30, 40]",3,1,0.0
39_1_0_20170104201025387.jpg.chip.jpg,39,"(30, 40]",3,1,0.0
55_0_3_20170119183204846.jpg.chip.jpg,55,"(50, 60]",5,0,3.0
12_0_0_20170110225348936.jpg.chip.jpg,12,"(10, 20]",1,0,0.0
90_1_0_20170110182910242.jpg.chip.jpg,90,"(80, 90]",8,1,0.0
69_1_0_20170110175803672.jpg.chip.jpg,69,"(60, 70]",6,1,0.0
49_0_3_20170119201611413.jpg.chip.jpg,49,"(40, 50]",4,0,3.0
20_1_3_20170105000847091.jpg.chip.jpg,20,"(10, 20]",1,1,3.0
61_0_0_20170104185715382.jpg.chip.jpg,61,"(60, 70]",6,0,0.0
37_1_0_20170109003001568.jpg.chip.jpg,37,"(30, 40]",3,1,0.0
29_0_0_20170103182336026.jpg.chip.jpg,29,"(20, 30]",2,0,0.0
6_1_0_20170109203213701.jpg.chip.jpg,6,"(0, 10]",0,1,0.0
48_1_0_20170109220537701.jpg.chip.jpg,48,"(40, 50]",4,1,0.0
28_0_3_20170119194807411.jpg.chip.jpg,28,"(20, 30]",2,0,3.0
100_1_0_20170117195420803.jpg.chip.jpg,100,"(90, 100]",9,1,0.0
29_0_3_20170119164635285.jpg.chip.jpg,29,"(20, 30]",2,0,3.0
18_0_3_20170117153126523.jpg.chip.jpg,18,"(10, 20]",1,0,3.0
16_1_0_20170103201347823.jpg.chip.jpg,16,"(10, 20]",1,1,0.0
8_1_4_20170103214220325.jpg.chip.jpg,8,"(0, 10]",0,1,4.0
